title,abuseReported,rating,location_,userid,productid,reviewDate,reviewBody,helpfulCount
tenetur deleniti et,false,5,Monaco,409211,594621,2020-10-01,Esse eum ducimus. Sapiente est ipsum provident vero doloremque distinctio. Praesentium quis rerum itaque distinctio cum ut reiciendis. Delectus aperiam itaque. Error voluptate perferendis aut voluptatum est consequatur maxime est recusandae.,1954
earum distinctio quaerat,false,5,United States of America,33675,458721,2020-12-22,Commodi optio impedit laborum autem non hic animi vel. Eligendi pariatur temporibus non reprehenderit. Eligendi et odio quos aut inventore asperiores aspernatur dolores. Enim dicta eligendi et et.,501
necessitatibus iusto nisi,true,5,Turkmenistan,121801,610016,2021-01-28,Veritatis assumenda omnis quod suscipit facilis cumque consequatur optio enim. Deleniti accusantium expedita quod tenetur et et autem. Voluptatem molestiae et quas labore consequuntur occaecati laboriosam ea. Et cupiditate id ratione numquam laborum hic. Accusamus autem velit sit. Sint et non ab velit voluptas.,1634
nihil voluptatem rerum,false,2,United States Minor Outlying Islands,155934,494520,2020-11-13,Numquam voluptatem sapiente itaque dolores enim. Eligendi quasi asperiores sit quis non fugit beatae ipsum. Voluptas excepturi est consectetur vero explicabo sequi fugiat soluta. Corporis qui et labore. Eius omnis quae beatae dolores.,617
aut et quibusdam,false,2,American Samoa,218427,649908,2021-03-03,Cum minima aut aliquid ea qui tenetur praesentium nobis. Explicabo harum omnis voluptas aut quia deserunt. Officiis eos soluta itaque harum occaecati ut.,172
est neque doloribus,true,4,Kuwait,272233,461271,2021-04-10,Maxime aliquam quis. Sunt ut dolore. Voluptatem ut fugiat iure provident sint optio. Et et id quia repellendus in qui.,110
dolorum autem sint,true,3,Saint Lucia,459870,413819,2021-01-09,Dolor officiis distinctio explicabo et vero. Dignissimos dolorem tempora inventore. Et natus nulla nihil et consequuntur quasi. Consectetur odio consequatur natus minima dolorem et tempore labore ad. Repudiandae in beatae doloremque. Inventore velit dolor incidunt minus.,593
libero et quaerat,false,1,Sri Lanka,242344,901563,2021-05-23,Nemo dignissimos ex esse voluptatum id ducimus. Temporibus asperiores et dolor illo vel sunt. Et quia fuga praesentium nostrum ad id dolor. Et repellendus et ea sapiente maiores. Velit animi praesentium autem doloribus impedit velit.,1501
labore quaerat molestias,false,5,Timor-Leste,761444,606757,2020-08-07,Dolorum aut doloribus qui iste magnam similique eaque provident. Blanditiis sit quisquam et. Ab eum consequatur voluptatum. Non et ex quisquam sit qui porro.,267
dolorum est aut,true,3,Czech Republic,762696,215454,2020-10-12,Aut nulla animi nobis dolorem recusandae eveniet in praesentium voluptas. Delectus sapiente asperiores tempore harum nulla ut. Cum corporis quidem.,136
commodi explicabo saepe,true,4,Aruba,417160,285535,2020-11-28,Consequatur laudantium minima. Reiciendis neque eum ut aliquam culpa non eius et mollitia. Quod optio sit quo eius. Tempore sunt minus exercitationem blanditiis magni quis ratione blanditiis. Sit suscipit reiciendis sunt aspernatur.,198
delectus distinctio nulla,false,1,Guatemala,802890,348422,2021-01-24,Magnam architecto et omnis nostrum quia aut iste aspernatur. Rerum necessitatibus quibusdam alias. Vel quibusdam tempore quia cumque itaque. Id et atque ut maiores impedit. Voluptatibus labore reiciendis hic molestias ipsum nisi ut eligendi quia. Libero incidunt natus.,64
doloribus aut omnis,false,2,Zimbabwe,663873,669164,2021-02-24,Autem odio ipsum placeat. Quasi ipsum illo veniam consectetur labore. Non odit quo sequi. Voluptate occaecati omnis quia eos distinctio doloribus dolore.,51
ullam voluptatum vitae,true,1,Hong Kong,967403,604517,2021-03-24,Optio tempora aspernatur doloremque ex aspernatur sunt iusto architecto. Magni optio omnis qui qui. Nihil harum sit labore dignissimos in quo sed sint.,91
ut tempora voluptas,true,5,China,952537,28218,2021-03-11,Rerum at natus occaecati saepe sunt aperiam nesciunt molestias ratione. Voluptas iste eligendi dolorum iusto tempore est officia. Corrupti quia animi perspiciatis minus ducimus omnis consequatur error assumenda. Ullam omnis ut deserunt eum. Facilis et maxime non earum voluptatem soluta veritatis eos quod.,1389
sequi architecto nobis,false,4,Egypt,888809,551923,2021-04-18,Deserunt incidunt sed voluptatem aut harum mollitia sed quas ut. Provident tenetur sapiente odio vel corrupti sunt cupiditate saepe. Ut modi corporis et. Et porro vel ut alias dignissimos reprehenderit. Velit aut voluptatem.,156
eum atque ad,true,2,Benin,297204,954885,2020-10-15,Aperiam iusto vitae doloremque. Autem aut aliquam aperiam fugit saepe aut et. Incidunt dolorum omnis. Fuga adipisci facere quisquam perferendis voluptas sit eveniet. Odit est consequatur. Sed delectus alias fugit eaque voluptas officia iusto eius.,562
nostrum ullam exercitationem,false,3,Netherlands Antilles,25239,185015,2021-03-16,Asperiores explicabo ducimus nemo nihil id fugit. Voluptates qui tenetur et voluptatem delectus exercitationem sunt suscipit fuga. Harum porro eveniet adipisci est voluptas nobis. Illum et dolor aperiam non eos totam qui.,95
et commodi sit,true,3,Sao Tome and Principe,871159,446129,2020-12-21,Sed animi laborum neque recusandae necessitatibus aliquid. Ut qui commodi. Vel veniam magnam a voluptatem.,277
dolorem reprehenderit itaque,false,3,Wallis and Futuna,136620,140351,2020-08-14,Consequuntur et omnis commodi aspernatur corporis nihil vel. Et error accusantium harum voluptatibus. Est reiciendis aut officiis officia voluptas aut commodi minima. Itaque dolorem voluptatibus.,1007
autem labore voluptatum,false,4,Vanuatu,545079,253155,2020-10-04,Et nulla commodi fugiat earum sed amet et autem quia. Iusto ut corrupti. Excepturi nisi sed ipsa odit et.,818
quisquam alias et,true,3,Bhutan,718960,249941,2021-03-04,Voluptas in ut ut ratione rerum voluptas officiis quia molestias. Ea nihil aut veritatis. Ut fugiat veniam quia accusantium quidem et.,1233
repellat consectetur odit,true,1,Sudan,124990,140636,2021-05-25,Numquam facilis cum rerum quo et velit. Sed ut vel rerum expedita veritatis suscipit. Sunt quibusdam cum praesentium eligendi. Delectus ipsa quasi consequuntur rerum ipsa voluptatem repudiandae ut. Molestiae qui impedit et sapiente accusamus autem distinctio voluptatem. In consequatur laboriosam cupiditate est molestiae.,891
eius et enim,false,3,Israel,56979,213097,2020-11-20,Sapiente asperiores voluptatem non. Nostrum sit iure recusandae dolorem tempore et provident excepturi neque. Dolorum ut itaque maiores dolor atque corporis et debitis.,786
placeat quos a,false,1,Saint Barthelemy,88227,773159,2020-09-17,Temporibus odit quo. Saepe culpa unde. Voluptas iste sit voluptatibus sequi dolor qui. Ab repellat praesentium aliquid voluptas. Excepturi eos illum tenetur aliquid. Ad iure qui quidem aut.,1750
architecto consequatur rerum,false,4,Brazil,148090,225547,2020-10-06,Omnis magni in vel. Laborum consequatur ut mollitia consequatur quas eum mollitia. Tempora neque aut autem ipsa esse cum nulla. Illo enim minus.,673
tenetur reprehenderit hic,true,5,Kyrgyz Republic,798900,963458,2021-01-23,Itaque molestiae porro et exercitationem. Voluptatem voluptate sunt minus voluptatem assumenda earum voluptatem natus asperiores. Eveniet et vel eum alias ut. At ab vel possimus nihil enim voluptatum ut ut. In sunt asperiores dignissimos minima non eaque quaerat.,911
nisi est est,true,0,Uganda,564068,397439,2020-07-26,Ea corporis placeat ipsam aut incidunt qui laborum. Soluta quo tempora earum voluptatibus autem. Quia nemo et eius modi ut. Quidem nihil aliquid iste est voluptatem ipsum nihil fugit. Id unde nisi adipisci totam est quia dolor tempora magnam. Ex minus dicta est corrupti.,1112
rerum eligendi non,false,2,Heard Island and McDonald Islands,901356,787845,2021-06-20,Distinctio ut illum in molestiae omnis nulla cum. Voluptatem id rem omnis occaecati accusantium. Amet error in. Qui porro quibusdam iure unde molestias.,1599
et dolorem et,false,2,United States of America,296325,678221,2021-05-22,Ut commodi dolorem quidem minus est laborum itaque. Corrupti tempora quo labore blanditiis. Delectus sed iure. Aliquam sunt est animi. Aut et quod debitis fugiat.,320
eos sit provident,true,1,Micronesia,348819,15082,2021-01-10,Ipsam distinctio quisquam cum. Laborum nulla vero. Vitae repellat animi ut nihil accusamus nobis qui facilis occaecati.,308
dolor voluptates eum,false,5,Montenegro,723528,973481,2021-03-31,Ut velit iste laboriosam. Mollitia totam et voluptatem. Unde iste necessitatibus. Ut magnam officiis et at est. Et quo sed voluptatem temporibus in ipsum dolorem veniam veritatis. Hic porro commodi doloremque ab itaque numquam non.,614
libero ea repellat,true,2,Brunei Darussalam,650421,134837,2021-02-27,Impedit perferendis occaecati. Id minus unde et aut tempore. Dolores dolor facere cupiditate.,512
dicta sequi eum,true,1,Iceland,266186,606124,2020-12-14,Voluptates architecto ab provident ea officia voluptates quia. Temporibus aut omnis incidunt quisquam fugiat natus aperiam dolore. Quo ratione magnam quia distinctio exercitationem voluptatem qui omnis. Quia quis dolorum libero dolor vero molestiae in consequuntur qui. Distinctio iure consectetur sunt sequi dignissimos.,1273
quas commodi natus,false,5,Sao Tome and Principe,638920,156534,2020-12-20,Perferendis placeat quod. Ut eveniet quo et a non. Voluptatem beatae alias impedit et nam.,1847
ducimus vel illo,true,4,Uzbekistan,99758,386448,2021-05-05,Ex soluta tempore et sit est et. Dolores qui quo praesentium velit architecto cum repellendus corrupti dolorem. Vitae recusandae laborum perferendis. Ut esse ab alias id. Quidem impedit aut deserunt corporis.,462
delectus corrupti consequatur,false,4,Namibia,721905,442181,2020-08-15,Eveniet at est tempora velit nesciunt. Et quas voluptas incidunt occaecati saepe iusto nulla. Neque sapiente quasi. Adipisci nemo illum accusamus sed vitae facilis vero soluta. Totam eos autem eveniet accusamus adipisci ut omnis rerum.,339
aut vel voluptatum,true,4,Sudan,340606,321667,2020-08-11,Ipsum quos officia placeat perspiciatis iste enim. Aut at est qui. Ipsam rerum ipsam.,476
et amet minus,false,1,Bermuda,244625,955840,2021-04-04,Ea quo quis eos. Occaecati reiciendis placeat qui illo. Et sit rem. Beatae et reprehenderit quia natus libero quidem autem autem. Ea ad atque sit voluptatem.,1195
soluta error aut,false,2,Jordan,35736,745832,2021-06-08,Cupiditate et molestias atque qui veritatis voluptatibus sed. Odit placeat et eius ipsa. Eos repudiandae eos ab tenetur voluptatum laudantium distinctio. Sit repudiandae id error.,1681
eum qui at,false,4,Svalbard & Jan Mayen Islands,561935,211148,2020-10-22,Officiis molestiae ullam sint velit. Optio hic commodi sit natus. Dignissimos sapiente praesentium labore libero maxime nobis aspernatur.,1737
reprehenderit a laboriosam,true,0,Oman,19987,124822,2020-08-09,Nemo voluptate iusto sit dicta et eligendi reprehenderit. Velit tempore dolorem at rem sint ut sint facere. Aut quas excepturi voluptate. Et ipsam dolores voluptatem dolore voluptatem illum necessitatibus aut est. Aut praesentium illo perferendis omnis ut aspernatur consectetur dolor.,1958
qui consequatur est,false,4,Guernsey,471050,270844,2020-11-24,Hic consectetur voluptates. Voluptas voluptas explicabo ullam ut earum rerum adipisci. Tempora rem in dolore ut corporis cumque.,411
consequatur adipisci dignissimos,false,2,Brazil,114162,975992,2020-07-30,Perspiciatis aliquid aut. Sunt dolorem commodi placeat expedita nulla. Maxime commodi quibusdam eligendi velit quisquam aut voluptas sed maiores. Pariatur iste omnis ea.,1474
eos dolorem quasi,false,4,Malaysia,612711,261361,2021-02-20,Sed sint eum sed culpa veritatis pariatur voluptatibus blanditiis. Eaque itaque dolore ullam et eos. Ipsam repellat reprehenderit ut doloribus porro praesentium.,1251
assumenda ipsa earum,false,3,Croatia,213223,462326,2020-08-12,Ea pariatur sed velit et occaecati alias occaecati. Nihil corrupti debitis sed enim officia in molestiae. Excepturi soluta est dolores unde aliquam qui.,1595
accusantium dolorum error,true,0,Costa Rica,455390,792781,2020-11-07,Autem rerum dolorum. Optio assumenda omnis. Aut ad eos est facilis dignissimos ea.,1143
ex nemo mollitia,true,0,Senegal,47335,696881,2020-07-23,Ut ipsa dolor ratione. Possimus delectus minus repudiandae expedita in ea expedita animi. Corporis voluptatem dolor quia ab mollitia aut.,817
voluptas consequuntur optio,true,0,Belarus,2718,137387,2020-08-18,Similique qui repellat dolores sint velit. Et architecto quia delectus sed quae. Qui rerum id officiis. Dicta minima magni omnis facilis. Neque tempore animi aut culpa consequuntur dignissimos.,1092
expedita laborum facere,true,4,Macao,304363,966396,2021-06-04,Voluptatem necessitatibus est. Aut dolore adipisci. Totam vitae quo mollitia at maiores.,516
dolores quo recusandae,true,1,Nauru,268148,455885,2020-10-19,Ut cupiditate sint sit eum sunt architecto quia ipsa. Praesentium velit incidunt laboriosam necessitatibus. Debitis eaque eum. Optio et voluptas illo voluptas. Vel dolorem assumenda blanditiis sit vitae inventore eligendi quo. Molestiae et eligendi repudiandae commodi.,1606
rerum consequatur consectetur,true,1,Mauritania,203608,342383,2021-02-24,Ea et veritatis est beatae. Debitis quo corrupti consectetur. Recusandae omnis mollitia et explicabo aut magnam ipsum cum veritatis.,1791
iure fugit non,false,3,Lithuania,684206,483138,2021-03-02,Ab reprehenderit dolorem. Dolorem et eum recusandae impedit id dolores quas recusandae. Et iste laboriosam laborum consequatur totam id quidem sit. Et cum iste saepe occaecati. Hic est vel debitis. Iusto et cum fuga ipsa impedit.,1586
pariatur ad eum,true,3,Sierra Leone,689743,446336,2021-04-30,Sit laboriosam omnis amet doloremque ad numquam odit ea. Distinctio id aut. Consequatur nobis facere voluptatum beatae. Fuga ducimus repellendus sunt ab dignissimos modi modi molestias. Consequuntur expedita officia ipsam sint rerum suscipit qui sit fugit. Quaerat fugit quia pariatur similique occaecati ea doloribus enim blanditiis.,100
et in accusamus,true,3,Kenya,380751,999445,2020-11-17,Quae atque laboriosam sint minima amet ipsa aliquam architecto sequi. Quia velit dolore eum iusto facilis aliquam velit. Et at corporis aut natus dolor. Ad unde tempore nihil quis nemo qui voluptatem assumenda.,1995
aliquid molestiae vero,true,4,Mongolia,716527,724336,2020-12-03,Temporibus ut qui omnis aut repellat. Ea cumque magni explicabo. Provident quia reiciendis dolores aut molestiae vel. Impedit quo eum est est dolores voluptatibus fugit perspiciatis necessitatibus. Nam vero nisi eius excepturi laudantium et doloribus ea.,1036
aut inventore sed,false,2,Botswana,671328,939797,2020-11-17,Nostrum nostrum sit. Nulla modi placeat fugit. Nulla ea maxime ut cumque repellendus molestiae saepe non eos.,1670
iusto voluptas excepturi,true,1,Kyrgyz Republic,846034,424248,2020-11-18,Reprehenderit esse voluptates velit sit corporis corrupti nulla repellat. Ex aspernatur consequatur laborum voluptas in excepturi vel. Id labore sint eum. Itaque sapiente ullam quaerat rerum ut voluptatem eum quo. Similique delectus blanditiis at eum harum est exercitationem unde perferendis.,264
velit at dolorem,false,3,Chile,369536,918248,2020-12-17,Quidem natus et dignissimos sit vitae eveniet est. Neque neque amet odio officiis cumque quo ut. Aut repellendus sunt vitae animi. Voluptatibus rerum voluptates delectus quam quidem praesentium at impedit. Non suscipit ut aut quia nihil commodi neque officiis id.,619
exercitationem maxime quo,true,4,Democratic People's Republic of Korea,721906,634016,2020-08-29,Quod pariatur ut et quis est enim. Velit eius voluptatibus animi sit. Magnam maiores ad rerum consequatur officia. Dignissimos officiis deserunt facere. Consequatur eos mollitia. Consequuntur praesentium rerum praesentium alias molestiae quis.,1611
